Platform,Date,App ID,App Name,Publisher ID,Publisher Name,Update Type,Previous Value,New Value,Notes
Google Play,2012-07-30,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,0.1.4,0.1.5,
Google Play,2012-07-31,com.zing.zalo,Zalo,20200001830257,Zalo Group,Icon,https://static-s.aa-cdn.net/img/gp/20600000397478/ZNmKWV0qTpVEDSsv8SnHUQl16OzlMi-2OHmEhVyIbeq-uvxxMy7qByrnA6hXO3fY-2A=w124,https://static-s.aa-cdn.net/img/gp/20600000397478/NjhTfuy0fh-6eenxTN6pRQMbk4NMZkHkGI2l_6Ia1vCHqqVbeZVFquIiNihMXsLYkg=w124,
Google Play,2012-08-02,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,0.1.5,0.1.6,
Google Play,2012-08-08,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,0.1.6,0.1.7,
Google Play,2012-08-10,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,0.1.7,0.1.8,
Google Play,2012-08-20,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,0.1.8,0.1.9,
Google Play,2012-09-01,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,0.1.9,0.2.0,
Google Play,2012-09-14,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,0.2.0,0.2.1,
Google Play,2012-09-29,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,0.2.1,0.2.2,
Google Play,2012-11-08,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,0.2.2,1.0.0,
Google Play,2012-11-09,com.zing.zalo,Zalo,20200001830257,Zalo Group,Name,Zalo,Zalo - Nhắn tin kiểu mới,
Google Play,2012-11-14,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.0,1.0.1,
Google Play,2012-11-18,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.1,1.0.2,
Google Play,2012-12-07,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.2,1.0.3,
Google Play,2012-12-21,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.3,1.0.4,
Google Play,2013-01-05,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.4,1.0.5,
Google Play,2013-01-31,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.5,1.0.6,
Google Play,2013-02-08,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.6,1.0.7,
Google Play,2013-03-14,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.7,1.0.8,
Google Play,2013-03-31,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.8,1.0.9,
Google Play,2013-04-07,com.zing.zalo,Zalo,20200001830257,Zalo Group,Name,Zalo - Nhắn tin kiểu mới,Zalo - Nhắn gửi yêu thương,
Google Play,2013-04-19,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.0.9,1.1.0,
Google Play,2013-04-27,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.0,1.1.1,
Google Play,2013-05-24,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.1,1.1.2,
Google Play,2013-06-08,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.2,1.1.3,
Google Play,2013-07-02,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.3,1.1.4,
Google Play,2013-08-09,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.4,1.1.5,
Google Play,2013-08-16,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.5,1.1.6,
Google Play,2013-09-06,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.6,1.1.7,
Google Play,2013-09-14,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.7,1.1.8,
Google Play,2013-10-01,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.8,1.1.9,
Google Play,2013-10-02,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.1.9,1.2.0,
Google Play,2013-10-14,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.2.0,1.2.1,
Google Play,2013-11-05,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.2.1,1.2.2,
Google Play,2013-11-28,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.2.2,1.2.3,
Google Play,2013-11-29,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.2.3,1.2.4,
Google Play,2014-04-17,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,1.2.4,2.0.0,
Google Play,2014-06-11,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,2.0.0,2.0.1,
Google Play,2014-06-25,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,2.0.1,2.0.2,
Google Play,2014-08-26,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,2.0.2,2.0.3,
Google Play,2014-10-08,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,2.0.3,2.0.4,
Google Play,2014-12-14,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,2.0.4,2.0.5,
Google Play,2015-01-18,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,2.0.5,2.0.6,
Google Play,2015-02-11,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,2.0.6,2.0.7,
Google Play,2015-04-24,com.zing.zalo,Zalo,20200001830257,Zalo Group,Version,2.0.7,2.0.8,"Bản cập nhật 23/04/2015:
- Nâng cấp tốc độ.
- Sửa một số lỗi."
