Date,FBM,Zalo,Viber,Mocha,Bigo
03-26-2014,4,2,6,0,0
03-27-2014,4,2,6,0,0
03-28-2014,4,2,6,0,0
03-29-2014,4,2,6,0,0
03-30-2014,5,2,6,0,0
03-31-2014,5,2,6,0,0
04-01-2014,4,2,6,0,0
04-02-2014,4,2,6,0,0
04-03-2014,4,2,6,0,0
04-04-2014,4,2,6,0,0
04-05-2014,4,2,6,0,0
04-06-2014,4,2,6,0,0
04-07-2014,4,2,5,0,0
04-08-2014,4,2,5,0,0
04-09-2014,4,2,5,0,0
04-10-2014,4,2,6,0,0
04-11-2014,4,2,6,0,0
04-12-2014,4,2,6,0,0
04-13-2014,4,2,6,0,0
04-14-2014,4,2,6,0,0
04-15-2014,4,2,7,0,0
04-16-2014,4,2,7,0,0
04-17-2014,4,2,7,0,0
04-18-2014,4,2,7,0,0
04-19-2014,4,2,6,0,0
04-20-2014,4,2,7,0,0
04-21-2014,5,2,7,0,0
04-22-2014,5,2,7,0,0
04-23-2014,5,2,7,0,0
04-24-2014,5,2,7,0,0
04-25-2014,6,2,7,0,0
04-26-2014,6,2,7,0,0
04-27-2014,4,2,7,0,0
04-28-2014,5,2,7,0,0
04-29-2014,5,2,7,0,0
04-30-2014,5,2,7,0,0
05-01-2014,5,2,7,0,0
05-02-2014,5,2,6,0,0
05-03-2014,5,2,6,0,0
05-04-2014,5,2,6,0,0
05-05-2014,5,2,6,0,0
05-06-2014,5,2,6,0,0
05-07-2014,5,2,6,0,0
05-08-2014,5,2,7,0,0
05-09-2014,5,2,8,0,0
05-10-2014,6,2,7,0,0
05-11-2014,6,2,7,0,0
05-12-2014,6,2,7,0,0
05-13-2014,6,2,7,0,0
05-14-2014,6,2,7,0,0
05-15-2014,6,2,7,0,0
05-16-2014,6,2,7,0,0
05-17-2014,6,2,7,0,0
05-18-2014,6,2,7,0,0
05-19-2014,6,2,7,0,0
05-20-2014,6,2,7,0,0
05-21-2014,6,2,7,0,0
05-22-2014,6,2,7,0,0
05-23-2014,6,2,7,0,0
05-24-2014,6,2,7,0,0
05-25-2014,6,2,7,0,0
05-26-2014,5,2,7,0,0
05-27-2014,5,2,7,0,0
05-28-2014,5,2,7,0,0
05-29-2014,5,2,10,0,0
05-30-2014,4,2,10,0,0
05-31-2014,4,2,10,0,0
06-01-2014,6,2,10,0,0
06-02-2014,7,2,10,0,0
06-03-2014,7,2,10,0,0
06-04-2014,7,2,11,0,0
06-05-2014,7,2,10,0,0
06-06-2014,7,2,11,0,0
06-07-2014,7,2,10,0,0
06-08-2014,7,2,10,0,0
06-09-2014,7,2,10,0,0
06-10-2014,7,2,11,0,0
06-11-2014,7,2,11,0,0
06-12-2014,7,2,13,0,0
06-13-2014,8,2,13,0,0
06-14-2014,8,3,13,0,0
06-15-2014,8,3,12,0,0
06-16-2014,8,3,12,0,0
06-17-2014,8,3,14,0,0
06-18-2014,9,3,13,0,0
06-19-2014,9,3,13,0,0
06-20-2014,9,3,14,0,0
06-21-2014,9,3,14,0,0
06-22-2014,9,3,13,0,0
06-23-2014,9,3,14,0,0
06-24-2014,9,3,14,0,0
06-25-2014,8,3,15,0,0
06-26-2014,9,3,16,0,0
06-27-2014,11,3,16,0,0
06-28-2014,11,3,16,0,0
06-29-2014,9,4,14,0,0
06-30-2014,9,4,14,0,0
07-01-2014,9,4,14,0,0
07-02-2014,9,4,14,0,0
07-03-2014,8,4,13,0,0
07-04-2014,8,4,14,0,0
07-05-2014,10,4,16,0,0
07-06-2014,11,4,16,0,0
07-07-2014,11,4,17,0,0
07-08-2014,11,4,17,0,0
07-09-2014,12,4,16,0,0
07-10-2014,11,3,16,0,0
07-11-2014,10,3,15,0,0
07-12-2014,9,3,15,0,0
07-13-2014,9,3,14,0,0
07-14-2014,9,3,15,0,0
07-15-2014,8,4,14,0,0
07-16-2014,8,3,14,0,0
07-17-2014,8,3,14,0,0
07-18-2014,9,3,14,0,0
07-19-2014,9,3,15,0,0
07-20-2014,9,3,16,0,0
07-21-2014,10,3,16,0,0
07-22-2014,10,2,14,0,0
07-23-2014,10,2,14,0,0
07-24-2014,7,3,13,0,0
07-25-2014,6,3,13,0,0
07-26-2014,5,3,12,0,0
07-27-2014,5,3,12,0,0
07-28-2014,5,3,12,0,0
07-29-2014,5,3,13,0,0
07-30-2014,6,3,13,0,0
07-31-2014,5,3,13,0,0
08-01-2014,4,3,13,0,0
08-02-2014,1,4,12,0,0
08-03-2014,2,4,12,0,0
08-04-2014,1,4,11,0,0
08-05-2014,1,4,11,0,0
08-06-2014,1,4,12,0,0
08-07-2014,2,4,11,0,0
08-08-2014,2,4,10,0,0
08-09-2014,1,4,10,0,0
08-10-2014,1,4,12,0,0
08-11-2014,1,3,12,0,0
08-12-2014,1,3,12,0,0
08-13-2014,1,3,11,0,0
08-14-2014,1,3,11,0,0
08-15-2014,1,3,11,0,0
08-16-2014,1,3,13,0,0
08-17-2014,1,3,13,0,0
08-18-2014,1,3,13,0,0
08-19-2014,1,3,12,0,0
08-20-2014,1,3,12,0,0
08-21-2014,1,3,12,0,0
08-22-2014,2,4,12,0,0
08-23-2014,2,4,12,0,0
08-24-2014,2,4,13,0,0
08-25-2014,2,4,13,0,0
08-26-2014,2,4,14,0,0
08-27-2014,2,4,14,0,0
08-28-2014,2,4,16,0,0
08-29-2014,2,4,16,0,0
08-30-2014,2,4,16,0,0
08-31-2014,2,3,16,0,0
09-01-2014,2,3,16,0,0
09-02-2014,2,3,15,0,0
09-03-2014,2,3,16,0,0
09-04-2014,2,3,15,0,0
09-05-2014,1,3,15,0,0
09-06-2014,1,3,15,0,0
09-07-2014,1,3,16,0,0
09-08-2014,1,3,16,0,0
09-09-2014,1,3,15,0,0
09-10-2014,1,3,16,0,0
09-11-2014,1,3,15,0,0
09-12-2014,1,3,16,0,0
09-13-2014,1,3,16,0,0
09-14-2014,1,3,15,0,0
09-15-2014,1,3,16,0,0
09-16-2014,1,3,16,0,0
09-17-2014,1,3,16,0,0
09-18-2014,1,3,16,0,0
09-19-2014,1,3,15,0,0
09-20-2014,1,3,14,0,0
09-21-2014,1,3,14,0,0
09-22-2014,1,3,14,0,0
09-23-2014,1,3,14,0,0
09-24-2014,1,3,14,0,0
09-25-2014,1,3,13,0,0
09-26-2014,1,3,13,0,0
09-27-2014,1,3,12,0,0
09-28-2014,1,3,12,0,0
09-29-2014,1,3,12,0,0
09-30-2014,1,3,12,0,0
10-01-2014,1,3,12,0,0
10-02-2014,1,3,12,0,0
10-03-2014,1,3,12,0,0
10-04-2014,1,3,12,0,0
10-05-2014,1,3,12,0,0
10-06-2014,1,3,13,0,0
10-07-2014,1,3,15,0,0
10-08-2014,1,3,16,0,0
10-09-2014,1,3,14,0,0
10-10-2014,1,3,13,0,0
10-11-2014,1,3,13,0,0
10-12-2014,1,3,13,0,0
10-13-2014,1,3,13,0,0
10-14-2014,1,2,12,0,0
10-15-2014,2,1,11,0,0
10-16-2014,3,1,12,0,0
10-17-2014,3,1,11,0,0
10-18-2014,3,1,11,0,0
10-19-2014,3,1,10,0,0
10-20-2014,3,1,10,0,0
10-21-2014,3,1,10,0,0
10-22-2014,3,1,10,0,0
10-23-2014,3,1,10,0,0
10-24-2014,4,1,10,0,0
10-25-2014,4,1,10,0,0
10-26-2014,4,2,13,0,0
10-27-2014,4,1,13,0,0
10-28-2014,4,1,14,0,0
10-29-2014,4,1,14,0,0
10-30-2014,4,2,14,0,0
10-31-2014,4,2,14,0,0
11-01-2014,4,2,15,0,0
11-02-2014,3,2,15,0,0
11-03-2014,3,2,15,0,0
11-04-2014,3,2,19,0,0
11-05-2014,3,1,19,0,0
11-06-2014,3,1,18,0,0
11-07-2014,3,1,18,0,0
11-08-2014,3,1,17,0,0
11-09-2014,3,1,17,0,0
11-10-2014,3,1,17,0,0
11-11-2014,3,1,17,0,0
11-12-2014,3,1,17,0,0
11-13-2014,3,1,19,0,0
11-14-2014,3,1,18,0,0
11-15-2014,3,1,18,0,0
11-16-2014,3,1,18,0,0
11-17-2014,3,1,17,0,0
11-18-2014,3,1,16,0,0
11-19-2014,3,1,17,0,0
11-20-2014,4,1,17,0,0
11-21-2014,3,1,18,0,0
11-22-2014,3,1,19,0,0
11-23-2014,3,1,19,0,0
11-24-2014,3,1,19,0,0
11-25-2014,2,1,18,0,0
11-26-2014,2,1,16,0,0
11-27-2014,2,1,16,0,0
11-28-2014,2,1,15,0,0
11-29-2014,4,1,14,0,0
11-30-2014,2,1,15,0,0
12-01-2014,4,1,14,0,0
12-02-2014,2,1,14,0,0
12-03-2014,2,1,14,0,0
12-04-2014,2,1,14,0,0
12-05-2014,3,1,15,0,0
12-06-2014,3,1,16,0,0
12-07-2014,3,1,13,0,0
12-08-2014,3,1,15,0,0
12-09-2014,3,1,16,0,0
12-10-2014,3,1,15,0,0
12-11-2014,3,1,14,0,0
12-12-2014,3,1,16,0,0
12-13-2014,3,1,16,0,0
12-14-2014,3,1,16,0,0
12-15-2014,3,1,16,0,0
12-16-2014,3,1,16,0,0
12-17-2014,3,1,16,0,0
12-18-2014,3,1,17,0,0
12-19-2014,3,1,17,0,0
12-20-2014,3,1,17,0,0
12-21-2014,3,1,15,0,0
12-22-2014,3,1,15,0,0
12-23-2014,3,1,15,0,0
12-24-2014,3,1,15,0,0
12-25-2014,3,1,15,0,0
12-26-2014,3,1,16,0,0
12-27-2014,3,1,16,0,0
12-28-2014,3,1,16,0,0
12-29-2014,3,1,15,0,0
12-30-2014,3,1,15,0,0
12-31-2014,3,1,15,0,0
01-01-2015,3,1,15,0,0
01-02-2015,3,1,17,0,0
01-03-2015,3,1,18,0,0
01-04-2015,3,1,18,0,0
01-05-2015,3,1,18,0,0
01-06-2015,3,1,19,0,0
01-07-2015,3,1,18,0,0
01-08-2015,3,1,18,0,0
01-09-2015,3,1,18,0,0
01-10-2015,3,1,16,0,0
01-11-2015,3,1,15,0,0
01-12-2015,3,1,15,0,0
01-13-2015,3,1,14,0,0
01-14-2015,3,1,13,0,0
01-15-2015,3,1,13,0,0
01-16-2015,3,1,14,0,0
01-17-2015,3,1,14,0,0
01-18-2015,3,1,15,0,0
01-19-2015,3,1,15,0,0
01-20-2015,3,1,16,0,0
01-21-2015,3,1,17,0,0
01-22-2015,4,1,17,0,0
01-23-2015,4,1,17,0,0
01-24-2015,3,1,20,0,0
01-25-2015,3,1,20,0,0
01-26-2015,3,1,20,0,0
01-27-2015,3,1,20,0,0
01-28-2015,3,1,18,0,0
01-29-2015,3,1,18,0,0
01-30-2015,3,1,18,0,0
01-31-2015,3,1,18,0,0
02-01-2015,3,1,18,0,0
02-02-2015,3,1,18,0,0
02-03-2015,3,1,18,0,0
02-04-2015,3,1,18,0,0
02-05-2015,3,1,18,0,0
02-06-2015,3,1,19,0,0
02-07-2015,3,1,20,0,0
02-08-2015,3,1,18,0,0
02-09-2015,3,1,20,0,0
02-10-2015,3,1,19,0,0
02-11-2015,3,1,19,0,0
02-12-2015,3,1,19,0,0
02-13-2015,3,1,19,0,0
02-14-2015,3,1,19,0,0
02-15-2015,3,1,20,0,0
02-16-2015,3,2,20,0,0
02-17-2015,3,2,20,0,0
02-18-2015,3,2,20,0,0
02-19-2015,3,2,18,0,0
02-20-2015,3,1,18,0,0
02-21-2015,3,1,19,0,0
02-22-2015,3,1,19,0,0
02-23-2015,3,1,20,0,0
02-24-2015,2,1,20,0,0
02-25-2015,2,1,21,0,0
02-26-2015,2,1,21,0,0
02-27-2015,1,2,23,0,0
02-28-2015,1,2,22,0,0
03-01-2015,2,1,22,0,0
03-02-2015,2,1,21,0,0
03-03-2015,2,1,20,0,0
03-04-2015,2,1,20,0,0
03-05-2015,2,1,19,0,0
03-06-2015,2,1,18,0,0
03-07-2015,2,1,18,0,0
03-08-2015,2,1,18,0,0
03-09-2015,2,1,19,0,0
03-10-2015,3,1,17,0,0
03-11-2015,3,1,17,0,0
03-12-2015,3,2,17,0,0
03-13-2015,3,2,16,0,0
03-14-2015,3,2,16,0,0
03-15-2015,3,2,16,0,0
03-16-2015,3,2,16,0,0
03-17-2015,3,1,16,0,0
03-18-2015,3,1,16,0,0
03-19-2015,3,1,16,0,0
03-20-2015,4,1,16,0,0
03-21-2015,4,1,16,0,0
03-22-2015,4,1,16,0,0
03-23-2015,4,1,16,0,0
03-24-2015,4,1,16,0,0
03-25-2015,4,1,16,0,0
03-26-2015,3,1,17,0,0
03-27-2015,3,1,17,0,0
03-28-2015,3,1,17,0,0
03-29-2015,3,1,18,0,0
03-30-2015,3,1,17,0,0
03-31-2015,3,1,17,0,0
04-01-2015,3,1,17,0,0
04-02-2015,3,1,17,0,0
04-03-2015,4,1,17,0,0
04-04-2015,4,1,18,0,0
04-05-2015,4,1,18,0,0
04-06-2015,4,2,19,0,0
04-07-2015,4,2,20,0,0
04-08-2015,4,2,20,0,0
04-09-2015,4,2,20,0,0
04-10-2015,4,2,20,0,0
04-11-2015,3,1,21,0,0
04-12-2015,3,1,21,0,0
04-13-2015,3,1,21,0,0
04-14-2015,3,1,20,0,0
04-15-2015,3,1,20,0,0
04-16-2015,3,1,19,0,0
04-17-2015,3,1,20,0,0
04-18-2015,3,1,19,0,0
04-19-2015,3,1,18,0,0
04-20-2015,3,1,18,0,0
04-21-2015,3,1,18,0,0
04-22-2015,3,1,19,0,0
04-23-2015,3,1,22,407,0
04-24-2015,4,2,23,300,0
04-25-2015,3,2,23,243,0
04-26-2015,3,2,23,222,0
04-27-2015,3,2,24,201,0
04-28-2015,3,2,23,183,0
04-29-2015,3,2,24,220,0
04-30-2015,3,2,25,253,0
05-01-2015,3,2,25,318,0
05-02-2015,3,2,24,384,0
05-03-2015,4,2,24,422,0
05-04-2015,4,2,24,452,0
05-05-2015,4,2,25,497,0
05-06-2015,4,3,22,0,0
05-07-2015,4,3,24,515,0
05-08-2015,4,3,23,423,0
05-09-2015,4,3,21,338,0
05-10-2015,4,2,20,302,0
05-11-2015,4,2,21,287,0
05-12-2015,4,2,21,261,0
05-13-2015,4,2,21,242,0
05-14-2015,4,2,21,273,0
05-15-2015,4,2,21,346,0
05-16-2015,4,2,21,423,0
05-17-2015,4,1,21,444,0
05-18-2015,4,1,22,453,0
05-19-2015,4,1,21,476,0
05-20-2015,5,1,20,493,0
05-21-2015,5,1,21,399,0
05-22-2015,5,2,21,357,0
05-23-2015,5,2,21,342,0
05-24-2015,5,2,23,291,0
05-25-2015,5,3,21,281,0
05-26-2015,5,3,21,272,0
05-27-2015,5,3,21,267,0
05-28-2015,5,3,21,304,0
05-29-2015,5,2,21,305,0
05-30-2015,5,1,22,313,0
05-31-2015,5,1,21,374,0
06-01-2015,5,1,22,373,0
06-02-2015,5,1,22,372,0
06-03-2015,5,1,23,288,0
06-04-2015,4,1,25,276,0
06-05-2015,3,1,24,247,0
06-06-2015,3,1,23,230,0
06-07-2015,3,1,24,215,0
06-08-2015,3,1,24,198,0
06-09-2015,2,1,25,181,0
06-10-2015,2,1,26,208,0
06-11-2015,2,1,26,203,0
06-12-2015,2,1,25,201,0
06-13-2015,2,1,26,184,0
06-14-2015,2,1,24,193,0
06-15-2015,3,1,24,192,0
06-16-2015,3,1,24,192,0
06-17-2015,3,1,24,172,0
06-18-2015,3,1,25,168,0
06-19-2015,3,1,25,147,0
06-20-2015,3,1,25,147,0
06-21-2015,3,1,25,147,0
06-22-2015,3,1,25,147,0
06-23-2015,3,1,27,79,0
06-24-2015,3,1,27,83,0
06-25-2015,3,1,27,83,0
06-26-2015,3,1,29,92,0
06-27-2015,3,1,29,92,0
06-28-2015,3,1,25,139,0
06-29-2015,3,1,26,203,0
06-30-2015,3,1,26,221,0
07-01-2015,3,1,26,219,0
07-02-2015,2,1,25,234,0
07-03-2015,2,1,24,258,0
07-04-2015,2,1,24,258,0
07-05-2015,2,1,24,259,0
07-06-2015,2,1,24,258,0
07-07-2015,2,1,24,133,0
07-08-2015,2,1,25,85,0
07-09-2015,2,1,29,84,0
07-10-2015,2,1,29,84,0
07-11-2015,2,1,28,81,0
07-12-2015,2,1,28,77,0
07-13-2015,2,1,29,80,0
07-14-2015,2,1,29,74,0
07-15-2015,2,1,31,75,0
07-16-2015,2,1,31,65,0
07-17-2015,3,1,31,40,0
07-18-2015,3,1,31,40,0
07-19-2015,3,1,31,40,0
07-20-2015,3,1,31,40,0
07-21-2015,3,2,27,41,0
07-22-2015,3,2,27,41,0
07-23-2015,3,2,27,41,0
07-24-2015,3,1,24,44,0
07-25-2015,3,1,24,43,0
07-26-2015,3,1,24,43,0
07-27-2015,3,1,24,43,0
07-28-2015,3,1,22,48,0
07-29-2015,3,1,23,46,0
07-30-2015,3,1,22,59,0
07-31-2015,3,1,23,75,0
08-01-2015,3,1,22,76,0
08-02-2015,3,1,23,78,0
08-03-2015,3,1,24,78,0
08-04-2015,3,1,25,77,0
08-05-2015,3,1,25,83,0
08-06-2015,3,1,25,89,0
08-07-2015,3,1,26,89,0
08-08-2015,3,1,26,91,0
08-09-2015,3,1,27,92,0
08-10-2015,3,1,27,96,0
08-11-2015,3,1,27,106,0
08-12-2015,3,1,28,117,0
08-13-2015,3,1,27,102,0
08-14-2015,4,1,29,105,0
08-15-2015,4,2,28,109,0
08-16-2015,4,2,27,104,0
08-17-2015,3,2,26,106,0
08-18-2015,3,2,26,73,0
08-19-2015,3,2,27,70,0
08-20-2015,3,2,26,72,0
08-21-2015,3,2,26,67,0
08-22-2015,3,1,27,66,0
08-23-2015,3,1,27,66,0
08-24-2015,3,1,27,66,0
08-25-2015,4,2,28,64,0
08-26-2015,4,2,26,71,0
08-27-2015,5,2,27,72,0
08-28-2015,4,2,27,70,0
08-29-2015,4,2,27,65,0
08-30-2015,4,2,27,71,0
08-31-2015,4,2,27,71,0
09-01-2015,4,1,26,66,0
09-02-2015,3,1,27,66,0
09-03-2015,2,1,26,77,0
09-04-2015,2,1,26,76,0
09-05-2015,2,1,27,74,0
09-06-2015,2,1,28,84,0
09-07-2015,2,1,29,86,0
09-08-2015,2,1,27,83,0
09-09-2015,2,1,26,78,0
09-10-2015,2,1,26,59,0
09-11-2015,2,1,25,56,0
09-12-2015,2,1,25,56,0
09-13-2015,2,1,25,56,0
09-14-2015,2,1,26,61,0
09-15-2015,2,1,26,61,0
09-16-2015,2,1,25,60,0
09-17-2015,2,1,25,62,0
09-18-2015,2,1,26,62,0
09-19-2015,2,1,24,65,0
09-20-2015,2,1,22,46,0
09-21-2015,3,1,25,48,0
09-22-2015,3,1,25,58,0
09-23-2015,3,1,25,61,0
09-24-2015,3,1,24,64,0
09-25-2015,3,1,24,64,0
09-26-2015,3,1,24,60,0
09-27-2015,3,1,24,60,0
09-28-2015,3,1,24,60,0
09-29-2015,3,2,26,44,0
09-30-2015,3,2,27,48,0
10-01-2015,4,3,30,38,0
10-02-2015,3,1,27,41,0
10-03-2015,3,1,28,46,0
10-04-2015,3,1,29,43,0
10-05-2015,3,1,29,47,0
10-06-2015,3,1,28,47,0
10-07-2015,2,1,28,45,0
10-08-2015,2,1,25,43,0
10-09-2015,2,1,25,38,0
10-10-2015,2,1,27,36,0
10-11-2015,2,1,25,40,0
10-12-2015,2,1,26,40,0
10-13-2015,2,1,26,43,0
10-14-2015,2,1,27,45,0
10-15-2015,2,1,29,53,0
10-16-2015,2,1,26,53,0
10-17-2015,2,1,25,55,0
10-18-2015,2,1,26,53,0
10-19-2015,2,1,26,58,0
10-20-2015,2,1,27,64,0
10-21-2015,2,1,28,68,0
10-22-2015,2,1,28,71,0
10-23-2015,2,1,28,71,0
10-24-2015,2,1,28,68,0
10-25-2015,2,1,29,71,0
10-26-2015,2,1,29,77,0
10-27-2015,2,1,29,77,0
10-28-2015,2,1,29,56,0
10-29-2015,2,1,29,49,0
10-30-2015,2,1,27,46,0
10-31-2015,2,1,27,46,0
11-01-2015,2,1,27,40,0
11-02-2015,3,1,29,47,0
11-03-2015,3,1,29,47,0
11-04-2015,4,2,28,53,0
11-05-2015,5,3,29,58,0
11-06-2015,4,1,29,59,0
11-07-2015,4,1,28,53,0
11-08-2015,4,1,29,55,0
11-09-2015,4,1,31,62,0
11-10-2015,3,1,28,60,0
11-11-2015,3,1,27,57,0
11-12-2015,2,1,26,52,0
11-13-2015,2,1,25,48,0
11-14-2015,3,2,28,48,0
11-15-2015,3,2,26,45,0
11-16-2015,3,2,25,49,0
11-17-2015,3,2,26,45,0
11-18-2015,3,2,27,49,0
11-19-2015,4,2,29,50,0
11-20-2015,4,2,29,50,0
11-21-2015,3,2,29,56,0
11-22-2015,4,2,27,59,0
11-23-2015,4,1,26,63,0
11-24-2015,3,1,25,68,0
11-25-2015,3,1,24,63,0
11-26-2015,3,1,23,63,0
11-27-2015,3,1,22,65,0
11-28-2015,4,1,21,59,0
11-29-2015,4,1,22,52,0
11-30-2015,4,1,22,53,0
12-01-2015,4,1,20,54,0
12-02-2015,4,1,19,48,0
12-03-2015,4,1,20,58,0
12-04-2015,4,1,20,63,0
12-05-2015,4,1,20,60,0
12-06-2015,4,1,22,64,0
12-07-2015,4,1,24,76,0
12-08-2015,4,1,23,79,0
12-09-2015,4,1,23,72,0
12-10-2015,4,1,22,71,0
12-11-2015,4,1,21,70,0
12-12-2015,4,1,21,65,0
12-13-2015,4,1,24,67,0
12-14-2015,4,1,27,75,0
12-15-2015,4,1,28,79,0
12-16-2015,4,1,28,76,0
12-17-2015,4,1,31,78,0
12-18-2015,3,1,29,82,0
12-19-2015,3,1,30,85,0
12-20-2015,3,1,32,96,0
12-21-2015,3,1,33,102,0
12-22-2015,3,1,33,102,0
12-23-2015,2,1,32,89,0
12-24-2015,2,1,32,89,0
12-25-2015,2,1,34,69,0
12-26-2015,2,1,33,68,0
12-27-2015,2,1,33,75,0
12-28-2015,3,1,33,81,0
12-29-2015,3,1,33,81,0
12-30-2015,3,1,32,79,0
12-31-2015,4,1,31,80,0
01-01-2016,4,1,32,86,0
01-02-2016,4,2,32,94,0
01-03-2016,4,2,34,104,0
01-04-2016,4,2,33,109,0
01-05-2016,4,2,33,106,0
01-06-2016,4,2,29,88,0
01-07-2016,4,2,28,84,0
01-08-2016,4,2,24,81,0
01-09-2016,4,2,27,73,0
01-10-2016,5,2,28,72,0
01-11-2016,5,2,28,72,0
01-12-2016,5,2,29,81,0
01-13-2016,4,2,29,86,0
01-14-2016,4,1,28,90,0
01-15-2016,3,1,29,94,0
01-16-2016,3,1,29,94,0
01-17-2016,4,1,25,99,0
01-18-2016,4,1,27,115,0
01-19-2016,4,1,24,113,0
01-20-2016,3,1,25,117,0
01-21-2016,3,1,24,113,0
01-22-2016,3,1,26,121,0
01-23-2016,4,1,25,121,0
01-24-2016,4,2,27,92,0
01-25-2016,4,2,27,92,0
01-26-2016,4,2,29,93,0
01-27-2016,4,2,30,99,0
01-28-2016,4,2,31,106,0
01-29-2016,4,2,30,100,0
01-30-2016,4,2,29,102,0
01-31-2016,4,2,30,108,0
02-01-2016,4,2,29,123,0
02-02-2016,4,2,29,127,0
02-03-2016,4,3,30,130,0
02-04-2016,4,3,30,130,0
02-05-2016,4,2,29,96,0
02-06-2016,4,2,29,106,0
02-07-2016,4,2,29,106,0
02-08-2016,3,2,32,130,0
02-09-2016,3,2,31,129,0
02-10-2016,1,3,33,157,0
02-11-2016,1,3,35,169,0
02-12-2016,1,3,36,194,0
02-13-2016,1,3,36,193,0
02-14-2016,1,3,35,203,0
02-15-2016,1,2,40,195,0
02-16-2016,1,2,36,175,0
02-17-2016,1,2,35,176,0
02-18-2016,2,1,36,141,0
02-19-2016,2,1,36,132,0
02-20-2016,2,1,34,134,0
02-21-2016,2,1,33,133,0
02-22-2016,2,1,35,131,0
02-23-2016,2,1,36,131,0
02-24-2016,2,1,34,131,0
02-25-2016,2,1,32,136,0
02-26-2016,2,1,33,141,0
02-27-2016,2,1,33,141,0
02-28-2016,2,1,33,141,0
02-29-2016,2,1,33,141,0
03-01-2016,2,1,30,158,0
03-02-2016,2,1,30,157,0
03-03-2016,2,1,31,153,0
03-04-2016,2,1,31,147,0
03-05-2016,1,2,32,148,0
03-06-2016,1,2,33,161,0
03-07-2016,1,2,37,174,0
03-08-2016,1,2,34,160,0
03-09-2016,1,2,33,151,0
03-10-2016,1,2,31,166,0
03-11-2016,1,2,35,170,0
03-12-2016,1,2,33,169,0
03-13-2016,2,1,35,173,0
03-14-2016,2,1,37,186,0
03-15-2016,2,1,32,170,0
03-16-2016,2,1,33,135,0
03-17-2016,2,1,34,118,0
03-18-2016,2,1,34,102,0
03-19-2016,2,1,37,84,0
03-20-2016,2,1,34,82,0
03-21-2016,2,1,33,91,0
03-22-2016,2,1,35,87,0
03-23-2016,2,1,35,84,0
03-24-2016,2,1,34,81,0
03-25-2016,2,1,34,80,0
03-26-2016,2,1,33,79,0
03-27-2016,2,1,35,100,0
03-28-2016,2,1,35,112,0
03-29-2016,1,2,36,116,0
03-30-2016,1,2,38,98,0
03-31-2016,1,2,37,99,0
04-01-2016,1,3,38,95,0
04-02-2016,1,2,37,92,0
04-03-2016,1,2,37,92,0
04-04-2016,1,2,40,106,0
04-05-2016,1,2,37,102,0
04-06-2016,1,2,37,101,0
04-07-2016,1,3,36,98,0
04-08-2016,2,3,34,103,0
04-09-2016,1,3,34,107,0
04-10-2016,2,3,33,116,0
04-11-2016,2,3,36,124,0
04-12-2016,2,3,36,124,0
04-13-2016,2,3,32,114,0
04-14-2016,2,3,32,110,0
04-15-2016,2,3,32,110,0
04-16-2016,2,3,34,114,0
04-17-2016,1,3,39,123,0
04-18-2016,1,3,40,132,0
04-19-2016,1,3,38,132,0
04-20-2016,1,2,37,118,0
04-21-2016,1,2,36,105,0
04-22-2016,1,2,35,105,0
04-23-2016,1,2,34,82,0
04-24-2016,1,2,36,85,0
04-25-2016,1,2,36,85,0
04-26-2016,1,2,36,87,0
04-27-2016,1,2,36,79,0
04-28-2016,1,2,29,86,0
04-29-2016,1,2,31,90,0
04-30-2016,1,2,30,91,0
05-01-2016,1,2,32,110,0
05-02-2016,1,3,39,126,0
05-03-2016,2,3,42,126,0
05-04-2016,2,3,39,127,0
05-05-2016,2,3,37,115,0
05-06-2016,2,3,35,115,0
05-07-2016,2,3,35,110,0
05-08-2016,2,3,35,118,0
05-09-2016,2,3,37,125,0
05-10-2016,2,3,33,122,0
05-11-2016,2,3,35,118,0
05-12-2016,2,3,34,113,0
05-13-2016,2,3,34,103,0
05-14-2016,2,3,36,103,0
05-15-2016,2,3,37,100,0
05-16-2016,2,3,37,100,0
05-17-2016,2,3,36,101,0
05-18-2016,2,3,35,100,0
05-19-2016,2,3,34,104,0
05-20-2016,2,3,36,119,0
05-21-2016,2,3,38,121,0
05-22-2016,2,3,37,129,0
05-23-2016,3,2,37,141,0
05-24-2016,2,3,36,131,0
05-25-2016,2,3,37,124,0
05-26-2016,2,3,42,122,0
05-27-2016,1,3,44,123,0
05-28-2016,1,2,42,127,0
05-29-2016,1,3,42,128,0
05-30-2016,1,3,41,127,0
05-31-2016,1,3,44,133,0
06-01-2016,1,3,42,124,0
06-02-2016,1,3,40,129,0
06-03-2016,1,3,40,129,0
06-04-2016,1,3,35,141,0
06-05-2016,1,3,38,144,0
06-06-2016,1,3,39,135,0
06-07-2016,1,3,39,135,0
06-08-2016,1,3,38,128,0
06-09-2016,1,2,37,139,0
06-10-2016,1,2,38,148,0
06-11-2016,1,3,39,155,0
06-12-2016,1,3,43,168,0
06-13-2016,1,2,48,191,0
06-14-2016,1,2,50,170,0
06-15-2016,1,3,50,168,0
06-16-2016,1,2,49,171,0
06-17-2016,1,2,49,172,0
06-18-2016,1,2,56,172,0
06-19-2016,1,3,53,176,0
06-20-2016,1,3,52,183,0
06-21-2016,1,3,45,184,0
06-22-2016,1,3,40,189,0
06-23-2016,1,3,39,184,0
06-24-2016,1,3,40,184,0
