Report,Rank History
App ID,com.zing.zalo
App,Zalo
Market,Google Play
Countries,Vietnam
Device,-
Start Date,07/21/2012
End Date,02/08/2017
Date Generated,02/07/2017 23:00:39 PST

Platform,Device,Country Name,App ID,App Name,Publisher ID,Publisher Name,Date,Type,Overall,Applications,Communication (Applications),Lifestyle (Applications)
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/21/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/22/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/23/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/24/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/25/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/26/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/27/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/28/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/29/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/30/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/31/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/01/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/02/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/03/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/04/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/05/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/06/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/07/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/08/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/09/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/10/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/11/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/12/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/13/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/14/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/15/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/16/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/17/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/18/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/19/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/20/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/21/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/22/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/23/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/24/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/25/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/26/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/27/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/28/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/29/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,06/30/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/01/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/02/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/03/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/04/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/05/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/06/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/07/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/08/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/09/2014,Downloads,4,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/10/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/11/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/12/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/13/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/14/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/15/2014,Downloads,4,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/16/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/17/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/18/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/19/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/20/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/21/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/22/2014,Downloads,2,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/23/2014,Downloads,2,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/24/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/25/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/26/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/27/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/28/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/29/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/30/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,07/31/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/01/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/02/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/03/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/04/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/05/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/06/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/07/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/08/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/09/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/10/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/11/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/12/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/13/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/14/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/15/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/16/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/17/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/18/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/19/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/20/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/21/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/22/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/23/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/24/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/25/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/26/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/27/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/28/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/29/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/30/2014,Downloads,4,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,08/31/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/01/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/02/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/03/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/04/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/05/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/06/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/07/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/08/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/09/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/10/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/11/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/12/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/13/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/14/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/15/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/16/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/17/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/18/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/19/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/20/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/21/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/22/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/23/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/24/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/25/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/26/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/27/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/28/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/29/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,09/30/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/01/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/02/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/03/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/04/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/05/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/06/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/07/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/08/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/09/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/10/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/11/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/12/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/13/2014,Downloads,3,3,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/14/2014,Downloads,2,2,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/15/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/16/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/17/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/18/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/19/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/20/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/21/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/22/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/23/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/24/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/25/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/26/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/27/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/28/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/29/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/30/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/31/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/01/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/02/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/03/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/04/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/05/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/06/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/07/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/08/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/09/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/10/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/11/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/12/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/13/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/14/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/15/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/16/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/17/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/18/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/19/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/20/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/21/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/22/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/23/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/24/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/25/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/26/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/27/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/28/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/29/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/30/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/01/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/02/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/03/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/04/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/05/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/06/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/07/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/08/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/09/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/10/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/11/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/12/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/13/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/14/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/15/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/16/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/17/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/18/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/19/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/20/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/21/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/22/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/23/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/24/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/25/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/26/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/27/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/28/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/29/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/30/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/31/2014,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/01/2015,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/02/2015,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/03/2015,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/04/2015,Downloads,1,1,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/05/2015,Downloads,1,1,1,0
