Report,Rank History
App ID,com.tencent.mm
App,WeChat
Market,Google Play
Countries,Vietnam
Device,-
Start Date,01/08/2016
End Date,02/08/2017
Date Generated,02/07/2017 22:55:45 PST

Platform,Device,Country Name,App ID,App Name,Publisher ID,Publisher Name,Date,Type,Overall,Android Wear (Applications),Applications,Communication (Applications)
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/31/2016,Downloads,97,0,48,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/01/2016,Downloads,92,0,44,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/02/2016,Downloads,90,0,42,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/03/2016,Downloads,90,0,42,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/04/2016,Downloads,89,0,40,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/05/2016,Downloads,87,0,40,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/06/2016,Downloads,87,0,40,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/07/2016,Downloads,80,0,38,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/08/2016,Downloads,86,0,40,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/09/2016,Downloads,86,0,40,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/10/2016,Downloads,85,0,41,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/11/2016,Downloads,79,0,42,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/12/2016,Downloads,79,0,42,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/13/2016,Downloads,81,0,40,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/14/2016,Downloads,80,0,40,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/15/2016,Downloads,80,0,40,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/16/2016,Downloads,85,0,45,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/17/2016,Downloads,92,0,45,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/18/2016,Downloads,96,0,47,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/19/2016,Downloads,93,0,46,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/20/2016,Downloads,86,0,45,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/21/2016,Downloads,85,0,44,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/22/2016,Downloads,83,0,44,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/23/2016,Downloads,77,0,42,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/24/2016,Downloads,79,0,42,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/25/2016,Downloads,79,0,42,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/26/2016,Downloads,80,0,43,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/27/2016,Downloads,75,0,41,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/28/2016,Downloads,80,0,42,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/29/2016,Downloads,83,0,44,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/30/2016,Downloads,84,0,45,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/01/2016,Downloads,91,0,44,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/02/2016,Downloads,103,0,45,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/03/2016,Downloads,107,0,46,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/04/2016,Downloads,103,0,45,8
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/05/2016,Downloads,94,0,44,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/06/2016,Downloads,88,0,43,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/07/2016,Downloads,85,0,43,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/08/2016,Downloads,87,0,43,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/09/2016,Downloads,91,0,44,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/10/2016,Downloads,93,0,45,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/11/2016,Downloads,93,0,44,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/12/2016,Downloads,93,0,43,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/13/2016,Downloads,91,0,45,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/14/2016,Downloads,89,0,44,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/15/2016,Downloads,89,0,45,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/16/2016,Downloads,89,0,45,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/17/2016,Downloads,98,0,53,8
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/18/2016,Downloads,92,0,48,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/19/2016,Downloads,93,0,48,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/20/2016,Downloads,95,0,49,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/21/2016,Downloads,97,0,51,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/22/2016,Downloads,105,0,52,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/23/2016,Downloads,105,0,51,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/24/2016,Downloads,107,0,52,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/25/2016,Downloads,114,0,52,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/26/2016,Downloads,108,0,49,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/27/2016,Downloads,110,0,49,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/28/2016,Downloads,112,0,49,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/29/2016,Downloads,116,0,49,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/30/2016,Downloads,115,0,49,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/31/2016,Downloads,119,0,52,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/01/2016,Downloads,119,0,50,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/02/2016,Downloads,116,0,50,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/03/2016,Downloads,116,0,50,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/04/2016,Downloads,114,0,50,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/05/2016,Downloads,117,0,54,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/06/2016,Downloads,112,0,50,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/07/2016,Downloads,112,0,50,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/08/2016,Downloads,112,0,52,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/09/2016,Downloads,113,0,51,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/10/2016,Downloads,115,0,54,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/11/2016,Downloads,115,0,55,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/12/2016,Downloads,116,0,60,6
