Report,Rank History
App ID,com.tencent.mm
App,WeChat
Market,Google Play
Countries,Vietnam
Device,-
Start Date,01/01/2012
End Date,02/08/2017
Date Generated,02/07/2017 23:02:24 PST

Platform,Device,Country Name,App ID,App Name,Publisher ID,Publisher Name,Date,Type,Overall,Android Wear (Applications),Applications,Communication (Applications),Social (Applications)
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,02/22/2014,Downloads,99,0,53,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,02/23/2014,Downloads,102,0,54,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,02/24/2014,Downloads,102,0,54,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,02/25/2014,Downloads,103,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,02/26/2014,Downloads,102,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,02/27/2014,Downloads,103,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,02/28/2014,Downloads,107,0,58,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/01/2014,Downloads,109,0,59,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/02/2014,Downloads,109,0,59,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/03/2014,Downloads,108,0,58,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/04/2014,Downloads,100,0,57,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/05/2014,Downloads,105,0,60,13,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/06/2014,Downloads,105,0,59,13,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/07/2014,Downloads,103,0,57,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/08/2014,Downloads,104,0,57,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/09/2014,Downloads,105,0,58,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/10/2014,Downloads,106,0,57,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/11/2014,Downloads,104,0,56,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/12/2014,Downloads,101,0,56,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/13/2014,Downloads,105,0,59,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/14/2014,Downloads,105,0,59,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/15/2014,Downloads,108,0,61,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/16/2014,Downloads,109,0,61,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/17/2014,Downloads,111,0,62,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/18/2014,Downloads,111,0,62,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/19/2014,Downloads,110,0,62,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/20/2014,Downloads,107,0,60,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/21/2014,Downloads,108,0,60,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/22/2014,Downloads,105,0,60,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/23/2014,Downloads,105,0,61,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/24/2014,Downloads,107,0,62,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/25/2014,Downloads,103,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/26/2014,Downloads,106,0,59,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/27/2014,Downloads,102,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/28/2014,Downloads,101,0,55,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/29/2014,Downloads,102,0,55,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/30/2014,Downloads,103,0,56,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,03/31/2014,Downloads,102,0,56,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/01/2014,Downloads,98,0,55,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/02/2014,Downloads,99,0,55,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/03/2014,Downloads,99,0,55,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/04/2014,Downloads,106,0,58,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/05/2014,Downloads,104,0,57,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/06/2014,Downloads,104,0,57,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/07/2014,Downloads,106,0,56,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/08/2014,Downloads,105,0,56,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/09/2014,Downloads,98,0,52,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/10/2014,Downloads,102,0,53,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/11/2014,Downloads,101,0,52,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/12/2014,Downloads,104,0,53,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/13/2014,Downloads,104,0,53,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/14/2014,Downloads,104,0,54,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/15/2014,Downloads,100,0,54,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/16/2014,Downloads,102,0,53,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/17/2014,Downloads,102,0,55,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/18/2014,Downloads,101,0,54,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/19/2014,Downloads,99,0,53,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/20/2014,Downloads,100,0,54,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/21/2014,Downloads,99,0,53,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/22/2014,Downloads,101,0,56,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/23/2014,Downloads,102,0,55,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/24/2014,Downloads,105,0,57,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/25/2014,Downloads,104,0,57,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/26/2014,Downloads,106,0,58,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/27/2014,Downloads,107,0,57,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/28/2014,Downloads,111,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/29/2014,Downloads,109,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,04/30/2014,Downloads,112,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/01/2014,Downloads,112,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/02/2014,Downloads,117,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/03/2014,Downloads,115,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/04/2014,Downloads,113,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/05/2014,Downloads,109,0,55,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/06/2014,Downloads,106,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/07/2014,Downloads,108,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/08/2014,Downloads,107,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/09/2014,Downloads,102,0,55,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/10/2014,Downloads,96,0,55,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/11/2014,Downloads,97,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/12/2014,Downloads,98,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/13/2014,Downloads,101,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/14/2014,Downloads,103,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/15/2014,Downloads,104,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/16/2014,Downloads,106,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/17/2014,Downloads,109,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/18/2014,Downloads,108,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/19/2014,Downloads,106,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/20/2014,Downloads,104,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/21/2014,Downloads,105,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/22/2014,Downloads,105,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/23/2014,Downloads,105,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/24/2014,Downloads,109,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/25/2014,Downloads,109,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/26/2014,Downloads,108,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/27/2014,Downloads,111,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/28/2014,Downloads,113,0,58,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/29/2014,Downloads,158,0,65,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/30/2014,Downloads,158,0,65,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,05/31/2014,Downloads,158,0,66,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/01/2014,Downloads,161,0,67,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/02/2014,Downloads,157,0,66,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/03/2014,Downloads,157,0,65,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/04/2014,Downloads,160,0,65,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/05/2014,Downloads,161,0,66,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/06/2014,Downloads,155,0,64,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/07/2014,Downloads,155,0,63,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/08/2014,Downloads,155,0,63,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/09/2014,Downloads,159,0,63,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/10/2014,Downloads,155,0,64,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/11/2014,Downloads,151,0,64,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/12/2014,Downloads,153,0,65,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/13/2014,Downloads,152,0,66,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/14/2014,Downloads,155,0,69,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/15/2014,Downloads,161,0,73,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/16/2014,Downloads,163,0,76,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/17/2014,Downloads,166,0,75,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/18/2014,Downloads,170,0,81,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/19/2014,Downloads,173,0,84,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/20/2014,Downloads,173,0,85,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/21/2014,Downloads,175,0,85,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/22/2014,Downloads,174,0,83,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/23/2014,Downloads,171,0,81,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/24/2014,Downloads,167,0,78,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/25/2014,Downloads,164,0,76,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/26/2014,Downloads,162,0,73,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/27/2014,Downloads,159,0,71,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/28/2014,Downloads,159,0,71,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/29/2014,Downloads,154,0,69,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/30/2014,Downloads,151,0,67,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/01/2014,Downloads,151,0,66,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/02/2014,Downloads,146,0,63,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/03/2014,Downloads,142,0,61,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/04/2014,Downloads,144,0,59,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/05/2014,Downloads,149,0,61,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/06/2014,Downloads,151,0,62,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/07/2014,Downloads,153,0,63,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/08/2014,Downloads,150,0,63,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/09/2014,Downloads,154,0,66,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/10/2014,Downloads,154,0,66,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/11/2014,Downloads,152,0,66,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/12/2014,Downloads,150,0,66,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/13/2014,Downloads,145,0,63,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/14/2014,Downloads,144,0,62,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/15/2014,Downloads,145,0,60,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/16/2014,Downloads,145,0,60,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/17/2014,Downloads,144,0,60,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/18/2014,Downloads,143,0,59,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/19/2014,Downloads,136,0,55,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/20/2014,Downloads,134,0,55,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/21/2014,Downloads,128,0,52,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/22/2014,Downloads,130,0,52,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/23/2014,Downloads,127,0,52,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/24/2014,Downloads,123,0,51,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/25/2014,Downloads,126,0,52,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/26/2014,Downloads,127,0,51,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/27/2014,Downloads,126,0,51,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/28/2014,Downloads,131,0,53,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/29/2014,Downloads,131,0,54,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/30/2014,Downloads,137,0,55,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/31/2014,Downloads,140,0,55,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/01/2014,Downloads,144,0,56,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/02/2014,Downloads,143,0,56,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/03/2014,Downloads,144,0,58,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/04/2014,Downloads,154,0,61,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/05/2014,Downloads,153,0,59,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/06/2014,Downloads,153,0,61,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/07/2014,Downloads,152,0,64,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/08/2014,Downloads,150,0,62,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/09/2014,Downloads,151,0,62,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/10/2014,Downloads,149,0,61,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/11/2014,Downloads,155,0,63,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/12/2014,Downloads,152,0,61,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/13/2014,Downloads,147,0,60,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/14/2014,Downloads,146,0,59,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/15/2014,Downloads,146,0,59,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/16/2014,Downloads,133,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/17/2014,Downloads,133,0,57,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/18/2014,Downloads,126,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/19/2014,Downloads,126,0,56,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/20/2014,Downloads,123,0,55,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/21/2014,Downloads,120,0,53,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/22/2014,Downloads,117,0,55,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/23/2014,Downloads,119,0,55,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/24/2014,Downloads,114,0,54,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/25/2014,Downloads,114,0,54,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/26/2014,Downloads,118,0,56,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/27/2014,Downloads,119,0,58,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/28/2014,Downloads,125,0,60,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/29/2014,Downloads,125,0,61,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/30/2014,Downloads,121,0,61,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/31/2014,Downloads,124,0,62,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/01/2014,Downloads,120,0,59,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/02/2014,Downloads,122,0,59,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/03/2014,Downloads,130,0,62,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/04/2014,Downloads,132,0,62,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/05/2014,Downloads,131,0,62,9,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/06/2014,Downloads,137,0,62,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/07/2014,Downloads,137,0,62,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/08/2014,Downloads,135,0,60,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/09/2014,Downloads,128,0,60,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/10/2014,Downloads,118,0,58,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/11/2014,Downloads,118,0,60,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/12/2014,Downloads,123,0,62,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/13/2014,Downloads,123,0,63,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/14/2014,Downloads,125,0,62,12,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/15/2014,Downloads,128,0,62,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/16/2014,Downloads,132,0,64,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/17/2014,Downloads,135,0,66,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/18/2014,Downloads,129,0,62,11,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/19/2014,Downloads,125,0,61,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/20/2014,Downloads,120,0,56,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/21/2014,Downloads,117,0,56,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/22/2014,Downloads,115,0,55,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/23/2014,Downloads,114,0,54,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/24/2014,Downloads,113,0,53,10,0
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,09/25/2014,Downloads,111,0,53,10,0
